temp,Density,API_Gravity
30.3125,699.3894993894993,70.81930865921788
30.3125,700.8547008547008,70.39634146341464
30.3125,701.098901098901,70.32601880877743
30.3125,697.4358974358973,71.38602941176472
30.3125,699.3894993894993,70.81930865921788
30.3125,692.063492063492,72.96100917431193
30.3125,699.3894993894993,70.81930865921788
30.3125,699.3894993894993,70.81930865921788
30.3125,313.5531135531136,319.7792056074766
30.3125,327.71672771672775,300.2753353204173
30.3125,330.64713064713067,296.448670605613
30.3125,316.4835164835165,315.60069444444446
30.3125,711.5995115995116,67.34780370624571
30.3125,322.8327228327229,306.8074886535552
30.25,301.58730158730157,337.68421052631584
30.3125,330.8913308913309,296.1328413284133
30.3125,301.83150183150184,337.30461165048547
30.3125,363.36996336996333,257.9102822580645
30.3125,660.5616605616606,82.71164510166358
30.3125,699.3894993894993,70.81930865921788
30.3125,293.2844932844933,350.96669442131554
30.3125,699.1452991452991,70.88997555012227
30.3125,374.84737484737485,245.98697068403908
30.3125,328.20512820512823,299.6328125
30.3125,332.6007326007326,293.93502202643174
30.3125,332.8449328449328,293.6228906823184
30.3125,337.72893772893775,287.47505422993487
30.3125,312.5763125763126,321.189453125
30.3125,301.0989010989011,338.44525547445255
30.3125,301.0989010989011,338.44525547445255
30.3125,298.65689865689865,342.28781684382665
30.3125,300.6105006105006,339.20877335499597
30.3125,296.947496947497,345.0152138157895
30.3125,289.1330891330892,357.89400337837833
30.3125,287.9120879120879,359.969465648855
30.3125,285.22588522588524,364.59803082191786
30.3125,284.4932844932845,365.8755364806867
30.3125,291.33089133089135,354.2020117351215
30.3125,285.22588522588524,364.59803082191786
30.3125,284.4932844932845,365.8755364806867
30.3125,290.3540903540904,355.8359966358284
30.3125,289.8656898656899,356.6571187868576
30.3125,283.028083028083,368.45038826574637
30.3125,287.9120879120879,359.969465648855
30.3125,288.15628815628816,359.55296610169495
30.3125,285.47008547008545,364.1736526946108
30.3125,285.22588522588524,364.59803082191786
30.3125,285.22588522588524,364.59803082191786
30.3125,286.4468864468864,362.4833759590793
30.3125,289.3772893772894,357.4810126582278
30.3125,280.0976800976801,373.68090671316475
30.3125,285.95848595848594,363.3270708795901
30.3125,289.1330891330892,357.89400337837833
30.3125,290.10989010989016,356.24621212121207
30.25,282.05128205128204,370.1818181818182
30.25,283.7606837606838,367.1596385542169
30.3125,295.4822954822955,347.3780991735537
30.3125,311.11111111111114,323.32142857142856
30.3125,436.1416361416361,192.9358902575588
30.3125,699.3894993894993,70.81930865921788
30.3125,322.8327228327229,306.8074886535552
30.3125,349.45054945054943,273.4213836477988
30.3125,304.029304029304,333.9156626506024
30.3125,296.947496947497,345.0152138157895
30.3125,297.6800976800977,343.84249384741594
30.3125,296.947496947497,345.0152138157895
30.3125,300.6105006105006,339.20877335499597
30.3125,293.52869352869357,350.5653078202995
30.3125,308.9133089133089,326.5573122529644
30.25,332.8449328449328,293.6228906823184
30.3125,705.7387057387058,68.99913494809687
30.3125,700.1221001221,70.60760376700384
30.3125,697.6800976800977,71.31501575078755
30.3125,698.1684981684981,71.1731374606506
30.3125,699.3894993894993,70.81930865921788
30.3125,698.9010989010989,70.9606918238994
30.3125,698.1684981684981,71.1731374606506
30.3125,696.4590964590964,71.67058204768585
30.3125,699.1452991452991,70.88997555012227
30.25,696.2148962148962,71.74184496667837
30.3125,698.6568986568986,71.03145753233136
30.25,699.3894993894993,70.81930865921788
30.25,695.4822954822954,71.95593398876406
30.25,280.0976800976801,373.68090671316475
30.25,317.94871794871796,313.5403225806452
30.3125,283.028083028083,368.45038826574637
30.3125,278.14407814407815,377.2291483757682
30.25,279.1208791208791,375.4488188976378
30.3125,276.1904761904762,380.8275862068965
30.25,277.41147741147745,378.5726232394366
30.3125,278.14407814407815,377.2291483757682
30.3125,277.41147741147745,378.5726232394366
30.25,279.1208791208791,375.4488188976378
30.3125,280.0976800976801,373.68090671316475
30.25,279.6092796092796,374.5633187772926
30.25,283.028083028083,368.45038826574637
30.25,276.6788766788767,379.92321270962043
30.3125,277.41147741147745,378.5726232394366
30.3125,277.89987789987794,377.6761862917399
30.3125,283.5164835164835,367.58914728682174
30.25,694.993894993895,72.09891075193255
30.3125,697.6800976800977,71.31501575078755
30.3125,698.6568986568986,71.03145753233136
30.3125,699.6336996336996,70.74869109947645
30.3125,701.8315018315018,70.11534446764094
30.3125,698.9010989010989,70.9606918238994
30.25,698.1684981684981,71.1731374606506
30.25,699.3894993894993,70.81930865921788
30.3125,700.6105006105006,70.46671314046708
30.3125,700.1221001221,70.60760376700384
30.25,698.1684981684981,71.1731374606506
30.25,698.6568986568986,71.03145753233136
30.3125,698.6568986568986,71.03145753233136
30.3125,699.3894993894993,70.81930865921788
30.25,697.9242979242979,71.24405178446466
30.3125,699.6336996336996,70.74869109947645
30.25,703.2967032967033,69.69531249999997
30.3125,698.6568986568986,71.03145753233136
30.25,700.6105006105006,70.46671314046708
30.3125,696.9474969474969,71.5282060266293
30.3125,698.6568986568986,71.03145753233136
30.3125,698.1684981684981,71.1731374606506
30.3125,700.1221001221,70.60760376700384
30.25,700.8547008547008,70.39634146341464
30.25,696.7032967032967,71.59936908517352
30.25,699.3894993894993,70.81930865921788
30.3125,699.3894993894993,70.81930865921788
30.25,697.1916971916971,71.45709281961473
30.3125,700.8547008547008,70.39634146341464
30.25,696.9474969474969,71.5282060266293
30.25,695.4822954822954,71.95593398876406
30.25,698.1684981684981,71.1731374606506
30.3125,698.9010989010989,70.9606918238994
30.25,699.3894993894993,70.81930865921788
30.3125,699.3894993894993,70.81930865921788
30.3125,698.9010989010989,70.9606918238994
30.25,695.2380952380952,72.02739726027397
30.25,699.1452991452991,70.88997555012227
30.25,697.9242979242979,71.24405178446466
30.25,699.6336996336996,70.74869109947645
30.25,323.32112332112337,306.1453927492447
30.25,312.5763125763126,321.189453125
30.25,312.8205128205128,320.8360655737705
30.25,312.33211233211233,321.5433932759969
30.25,297.6800976800977,343.84249384741594
30.25,300.3663003663004,339.5914634146342
30.3125,292.5518925518926,352.1748747913188
30.25,299.6336996336996,340.74327628361857
30.3125,693.040293040293,72.67283298097252
30.3125,699.3894993894993,70.81930865921788
30.3125,699.1452991452991,70.88997555012227
30.3125,695.9706959706959,71.81315789473686
30.3125,699.3894993894993,70.81930865921788
30.3125,293.2844932844933,350.96669442131554
30.3125,295.4822954822955,347.3780991735537
30.3125,307.69230769230774,328.375
30.3125,293.0402930402931,351.36875
30.3125,289.8656898656899,356.6571187868576
30.3125,290.59829059829065,355.42647058823525
30.25,290.84249084249086,355.01763224181354
30.3125,295.7264957264957,346.98265895953756
30.3125,691.5750915750915,73.10540254237287
30.3125,348.47374847374846,274.5564120532586
30.25,339.9267399267399,284.76616379310343
30.3125,323.32112332112337,306.1453927492447
30.3125,445.6654456654457,186.00273972602736
30.25,714.5299145299145,66.53229665071771
30.25,710.6227106227107,67.62113402061854
30.25,328.93772893772893,298.6726057906459
30.25,321.8559218559219,308.13770864946883
30.25,298.16849816849816,343.0638820638821
30.25,313.3089133089133,320.1309431021044
30.3125,707.936507936508,68.37668161434976
30.3125,709.8901098901099,67.82662538699691
30.25,708.9133089133089,68.10127454357561
30.3125,711.5995115995116,67.34780370624571
30.3125,705.7387057387058,68.99913494809687
30.3125,709.6459096459097,67.89521679284238
30.3125,710.8669108669109,67.55273102026794
30.3125,709.8901098901099,67.82662538699691
30.25,708.6691086691087,68.17005513439005
30.3125,707.936507936508,68.37668161434976
30.3125,710.3785103785104,67.68958404950155
30.3125,707.4481074481075,68.51467034863651
30.3125,707.4481074481075,68.51467034863651
30.25,711.5995115995116,67.34780370624571
30.25,707.4481074481075,68.51467034863651
30.25,705.7387057387058,68.99913494809687
30.25,305.2503052503053,332.054
30.25,305.4945054945055,331.68345323741005
30.25,349.20634920634916,273.7045454545455
30.3125,301.83150183150184,337.30461165048547
30.25,702.5641025641025,69.90510948905111
30.25,314.2857142857143,318.72727272727275
30.25,460.8058608058608,175.57074721780606
30.25,417.5824175824176,207.35526315789474
30.25,660.3174603174604,82.79086538461539
30.25,397.069597069597,224.8607011070111
30.1875,462.2710622710623,174.5974643423138
30.25,709.6459096459097,67.89521679284238
30.1875,707.936507936508,68.37668161434976
30.25,705.982905982906,68.92978208232444
30.25,706.959706959707,68.65284974093262
30.25,705.4945054945056,69.06853582554515
30.1875,705.982905982906,68.92978208232444
30.1875,707.936507936508,68.37668161434976
30.1875,707.936507936508,68.37668161434976
30.1875,707.6923076923077,68.44565217391303
30.1875,710.8669108669109,67.55273102026794
30.1875,704.5177045177046,69.34662045060657
30.1875,705.7387057387058,68.99913494809687
30.1875,705.006105006105,69.20748181503288
30.1875,705.982905982906,68.92978208232444
30.1875,702.3199023199022,69.97513908205843
30.1875,705.006105006105,69.20748181503288
30.1875,333.8217338217338,292.3789319678128
30.1875,336.2637362637363,289.30065359477123
30.125,339.6825396825397,285.06542056074767
30.1875,705.006105006105,69.20748181503288
30.1875,705.7387057387058,68.99913494809687
30.1875,705.006105006105,69.20748181503288
30.1875,315.75091575091574,316.63805104408357
30.1875,708.9133089133089,68.10127454357561
30.1875,690.8424908424909,73.32237539766703
30.1875,708.9133089133089,68.10127454357561
30.1875,624.9084249084249,94.93317702227432
30.1875,636.8742368742369,90.67887269938652
30.1875,638.0952380952381,90.25373134328359
30.1875,636.3858363858363,90.84938603223333
30.1875,634.1880341880342,91.61994609164421
30.1875,700.8547008547008,70.39634146341464
30.1875,287.66788766788767,360.3866723259763
30.1875,374.84737484737485,245.98697068403908
30.1875,276.1904761904762,380.8275862068965
30.1875,324.29792429792434,304.82718373493975
30.1875,275.7020757020757,381.7351638618246
30.25,279.8534798534799,374.1217277486911
30.1875,277.41147741147745,378.5726232394366
30.25,277.41147741147745,378.5726232394366
30.1875,273.015873015873,386.78488372093034
30.1875,274.48107448107453,384.01823843416366
30.1875,272.5274725274725,387.7137096774194
30.1875,273.50427350427356,385.859375
30.1875,273.74847374847377,385.3978590544157
30.1875,273.74847374847377,385.3978590544157
30.1875,277.89987789987794,377.6761862917399
30.1875,278.14407814407815,377.2291483757682
30.1875,277.89987789987794,377.6761862917399
30.1875,277.89987789987794,377.6761862917399
30.25,277.41147741147745,378.5726232394366
30.25,285.22588522588524,364.59803082191786
30.1875,292.3076923076923,352.57894736842104
30.1875,290.3540903540904,355.8359966358284
30.25,317.2161172161172,314.56812933025407
30.1875,655.9218559218559,84.22691734921816
30.1875,497.6800976800977,152.81918547595683
30.1875,318.68131868131866,312.51724137931035
30.1875,316.4835164835165,315.60069444444446
30.25,340.9035409035409,283.5734240687679
30.25,343.5897435897436,280.32835820895525
30.1875,339.6825396825397,285.06542056074767
30.1875,344.56654456654456,279.1608788093551
30.1875,361.17216117216117,260.2799188640974
30.1875,356.7765567765568,265.10677618069815
30.1875,355.55555555555554,266.46875
30.1875,360.1953601953602,261.3423728813559
30.25,359.9511599511599,261.60888738127545
30.1875,359.2185592185592,262.41060503059146
30.1875,365.81196581196576,255.3107476635514
30.25,369.4749694749695,251.47587574355583
30.1875,371.91697191697193,248.9612606697308
30.1875,374.84737484737485,245.98697068403908
30.25,374.84737484737485,245.98697068403908
30.1875,384.12698412698415,236.8677685950413
30.1875,379.24297924297923,241.6117192530586
30.25,386.5689865689866,234.5407454200884
30.25,395.36019536019535,226.4014823965411
30.25,401.46520146520146,220.9589416058394
30.1875,406.3492063492063,216.72265625
30.1875,406.1050061050061,216.9320505111245
30.25,417.33821733821736,207.55354008191927
30.25,448.10744810744814,184.27247956403266
30.25,458.36385836385836,177.20671283963776
30.25,467.1550671550672,171.39728175640357
30.25,498.16849816849816,152.5404411764706
30.1875,541.6361416361416,129.7454914337241
30.1875,552.3809523809524,124.66379310344826
30.25,547.0085470085471,127.1796875
30.1875,543.5897435897435,128.80660377358492
30.1875,489.86568986568983,157.3546859421735
30.25,474.4810744810745,166.7205352547607
30.25,472.77167277167274,167.79881198347107
30.25,469.1086691086691,170.13586673607495
30.25,463.73626373626377,173.63033175355451
30.3125,465.44566544566544,172.50970619097586
30.25,462.5152625152625,174.4358500527983
30.25,507.4481074481074,147.34624639076037
30.25,516.7277167277168,142.33861058601133
30.25,638.3394383394383,90.16889824024486
30.25,673.2600732600733,78.67138193688791
30.25,707.6923076923077,68.44565217391303
30.25,710.8669108669109,67.55273102026794
30.25,708.4249084249085,68.23888314374352
30.25,707.936507936508,68.37668161434976
30.25,705.982905982906,68.92978208232444
30.25,707.4481074481075,68.51467034863651
30.25,707.2039072039072,68.58373618784529
30.25,707.2039072039072,68.58373618784529
30.25,704.5177045177046,69.34662045060657
30.25,707.2039072039072,68.58373618784529
30.25,706.7155067155068,68.72201105736005
30.25,284.73748473748475,365.4489708404803
30.25,344.3223443223443,279.45212765957444
30.25,707.2039072039072,68.58373618784529
30.25,704.2735042735043,69.41626213592232
